npsn,nama_sekolah,alamat,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.0108528E7,SDN Cipinang Cempedak 09 Pg.,"Jl. SD Inpres No. 2, Cipinang Cempedak, Jatinegara",152.0,11.0,Drs. Wasino,8501386.0,Baik,A
2.0104334E7,SDN Cipinang Melayu 01 Pg.,"Jl. Trikora III Halim Perdana Kusuma, Cipinang Melayu, Makasar",903.0,31.0,"HARINI, M.Pd",021-8518305,Baik,B
2.0104331E7,SDN Cipinang Melayu 03 Pg.,"Jl. Kartika Eka PAksi KPAD KODAM Jatiwaringin, Cipinang Melayu, Makasar",606.0,27.0,"IDAWATI HALIM SUKARDI, S.Pd.",2.18629517E8,Baik,A
2.010433E7,SDN Cipinang Melayu 04 Pg.,"Jl. KARTIKA EKA PAKSI, Cipinang Melayu, Makasar",569.0,27.0,"H. NGADNAN, S.Ag. MM.",2.18629906E8,Baik,A
2.0104348E7,SDN Cipinang Melayu 05 Pg.,"Jl. INSPEKSI TARUM BARAT, Cipinang Melayu, Makasar",524.0,20.0,"H. SAYADIH, S.Pd",2.186600927E9,Baik,B
2.0109161E7,SDN Cipinang Melayu 07 Pg.,"Jl. Inspeksi Tarum Barat no.112, Cipinang Melayu, Makasar",378.0,16.0,"MUNING SUTIYANI, S.Pd",8606966.0,Banjir,A
2.0104366E7,SDN Cipinang Melayu 08 Pg.,"Jl. Inspeksi Tarum Barat No.113, Cipinang Melayu, Makasar",414.0,17.0,Drs. HERMAWAN,2.18607064E8,Baik,A
2.0104365E7,SDN Cipinang Melayu 09 Pg.,"Jl. Elang Thainesia Komp. Auri Curug Indah, Cipinang Melayu, Makasar",507.0,23.0,"H. MEMEN, S.Pd",021-8602215,Banjir,A
2.0104364E7,SDN Cipinang Melayu 10 Pg.,"Jl. Elang Thainesia, Cipinang Melayu, Makasar",462.0,21.0,"KOSIM,M.M.Pd",021-8628977,Banjir,A
2.0104362E7,SDN Cipinang Melayu 12 Pt.,"Jl. KARTIKA EKA PAKSI, Cipinang Melayu, Makasar",212.0,9.0,"Y. KARMIN, S.Pd",8607273.0,Baik,A
2.0108529E7,SDN Cipinang Muara 01 Pg.,"Jl. Cipinang Lontar Indah No. 38, Cipinang Muara, Jatinegara",317.0,14.0,"Drs.AM. Rosyid,MM",(021) 8510476,Baik,A
2.010853E7,SDN Cipinang Muara 02 Pg.,"Jl. Raya Cipinang Muara, Cipinang Muara, Jatinegara",315.0,15.0,"WIGATININGSIH,S.Pd,MM",8577239.0,Baik,A
2.0108532E7,SDN Cipinang Muara 04 Pg.,"Jl. BB I Cipinang Muara, Cipinang Muara, Jatinegara",180.0,10.0,"ADELINA SIMATUPANG,S.Pd",2.18504532E8,Padat/Kumuh,B
2.0108533E7,SDN Cipinang Muara 05 Pg.,"Jl. Buletin Komp. PWI, Cipinang Muara, Jatinegara",323.0,16.0,"Drs. Jaya Rahmat, M.Si",021-8561710,Baik,A
2.0108534E7,SDN Cipinang Muara 06 Pg.,"Jl. Komplek Cipinang Elok I/II, Cipinang Muara, Jatinegara",436.0,17.0,"Drs. SARIJAN,M.MPd",8574245.0,Baik,A
2.0108535E7,SDN Cipinang Muara 07 Pg.,"Jl. Komplek Cipinang Elok II Blok AV, Cipinang Muara, Jatinegara",207.0,10.0,"HEDDY SIMORANGKIR, S.Pd,MM.",8.5909923E7,Baik,A
2.0108536E7,SDN Cipinang Muara 08 Pg.,"Jl. Cipinang Elok II Blok AV, Cipinang Muara, Jatinegara",216.0,10.0,"Nuryamah,S.Ag.",021 8197166,Baik,B
2.0108538E7,SDN Cipinang Muara 12 Pg.,"Jl. Cipinang Lontar Indah No.38, Cipinang Muara, Jatinegara",285.0,12.0,"Hj. Salmah, S.Ag, MM",021 8502869,Baik,A
2.0108539E7,SDN Cipinang Muara 13 Pg.,"Jl. BB I Cipinang Muara, Cipinang Muara, Jatinegara",232.0,10.0,"Dra. NI NYOMAN SRINTEN, MM",8.5912225E7,Baik,B
2.010854E7,SDN Cipinang Muara 14 Pg.,"Jl. Cipinang Muara III, Cipinang Muara, Jatinegara",330.0,13.0,Nani Rohaeni,8.5908355E7,Baik,A
2.0108541E7,SDN Cipinang Muara 15 Pg.,"Jl. Cipinang Muara III, Cipinang Muara, Jatinegara",302.0,10.0,"LESINDE SIAHAAN, S. Pd. MM",021-8517865,Baik,A
2.0108547E7,SDN Cipinang Muara 16 Pg.,"Jl. Cipinang Muara III, Cipinang Muara, Jatinegara",331.0,13.0,"Sunarto,S.Pd.SD",8.5906802E7,Baik,B
2.0108548E7,SDN Cipinang Muara 17 Pg.,"Jl. Cipinang Muara III, Cipinang Muara, Jatinegara",293.0,11.0,Drs. MURTOKO,8.5905918E7,Padat/Kumuh,A
2.010869E7,SDN Cipinang Muara 18 Pg.,"Jl. D. Komplek Cipinang Indah, Cipinang Muara, Jatinegara",193.0,9.0,MIMIN SUKMINI,8516463.0,Baik,A
2.010855E7,SDN Cipinang Muara 19 Pg.,"Jl. Cipinang Indah Raya 51, Cipinang Muara, Jatinegara",234.0,10.0,"Lindawati Panjaitan, S.Pd, M.M",8.5910089E7,Baik,A
2.0108551E7,SDN Cipinang Muara 20 Pg.,"Jl. Cipinang Indah Raya 50, Cipinang Muara, Jatinegara",186.0,10.0,"Dra.Rahel Sitohang, MM",2.18515642E8,Baik,B
2.0108552E7,SDN Cipinang Muara 21 Pg.,"Jl. D Komplek Cipinang Indah, Cipinang Muara, Jatinegara",172.0,9.0,ROSMIATI SANUSI,8574576.0,Banjir,B
2.0108553E7,SDN Cipinang Muara 22 Pt.,"Jl. Cipinang Lontar Indah, Cipinang Muara, Jatinegara",192.0,12.0,"Hj. SULWATI, S.Pd.",8574034.0,Padat/Kumuh,B
2.0108554E7,SDN Cipinang Muara 23 Pt.,"Jl. Cipinang Lontar Indah No. 38, Cipinang Muara, Jatinegara",106.0,8.0,"NARDI, S.Pd",8.5905816E7,Baik,B
2.010587E7,SDN Cipulir 01 Pg.,"Jl. Cipulir VI No. I, Cipulir, Kebayoran Lama",260.0,11.0,"Dra. Aminah, M.Si",021-72789986,Baik,A
2.0105871E7,SDN Cipulir 02 Pt.,"Jl. Cipulir VI, Cipulir, Kebayoran Lama",180.0,10.0,YAYA HIDAYAT,7243751.0,Baik,A
2.0105872E7,SDN Cipulir 03 Pg.,"Jl. Ciledug Raya 56, Cipulir, Kebayoran Lama",282.0,11.0,"MOHAMAD KOSIM, M.Si",7268195.0,Baik,A
2.0102952E7,SDN Cipulir 04 Pt.,"Jl. Ciledug Raya, Cipulir, Kebayoran Lama",187.0,11.0,"DEDE KARNINGSIH, S.Pd",021-72801480,Baik,A
2.0105874E7,SDN Cipulir 05 Pg.,"Jl. Cipulir I No. 31, Cipulir, Cipulir, Kebayoran Lama",421.0,15.0,"Drs. DODOY KAFILAH, M.Si",7223989.0,Baik,A
2.010295E7,SDN Cipulir 06 Pt.,"Jl. Cipulir I No. 31 Rt 01 Rw 04, Cipulir, Kebayoran Lama",276.0,13.0,"H. Abdullah HM, S.Ag",021-7269929,Baik,B
2.0105876E7,SDN Cipulir 07 Pg.,"Jl. Kbn. Mangga I Rt. 012/03, Cipulir, Kebayoran Lama",356.0,12.0,"Abdullah, H.M SAg",7397749.0,Baik,A
2.0105877E7,SDN Cipulir 08 Pt.,"Jl. Kebon. Mangga I - No. 29, Cipulir, Kebayoran Lama",179.0,11.0,"H. ABDULLAH HM, S.Ag",021-7201997,Padat/Kumuh,B
2.0105878E7,SDN Cipulir 09 Pg.,"Jl. Ciledug Raya Rt. 003/ 06, Cipulir, Kebayoran Lama",322.0,12.0,"Drs.H.Bangbang Setiaman,M.Si",7233821.0,Baik,B
2.0102946E7,SDN Cipulir 10 Pt.,"Jl. Ciledug Raya Rt. 003/ 06 No. 56, Cipulir, Kebayoran Lama",157.0,10.0,"Woro Siswati, SH, M.Pd",021 7224175,Baik,B
2.0105879E7,SDN Cipulir 11 Pg.,"Jl. Samudra I, Cipulir, Kebayoran Lama",302.0,11.0,"Dra. Hj. VITA YUSTIFI, M.Si",7232520.0,Padat/Kumuh,A
2.0108696E7,SDN Ciracas 01 Pg.,"Jl. Raya Bogor Km. 25, Ciracas, Ciracas",375.0,15.0,"Dra. Isrowiyah, M.Pd",8716644.0,Padat/Kumuh,A
2.010436E7,SDN Ciracas 02 Pt.,"Jl. Raya Bogor Km. 25, Ciracas, Ciracas",243.0,12.0,"Mochamad Zaenudin, M.Pd",8713034.0,Padat/Kumuh,A
2.0109242E7,SDN Ciracas 03 Pg.,"Jl. Centex Rt. 003/ 03, Ciracas, Ciracas",418.0,15.0,"Tuti Agiawati, S.Pd.MM",8718745.0,Baik,A
2.0104358E7,SDN Ciracas 04 Pg.,"Jl. Raya Centex No 1, Ciracas, Ciracas",413.0,21.0,"Wiyanto, S.Pd",8.7707809E7,Baik,A
2.0104357E7,SDN Ciracas 05 Pg.,"Jl. H. Hanafi No. 35, Ciracas, Ciracas",354.0,15.0,"Iriani, S.Pd",8.7783856E7,Baik,A
2.0104356E7,SDN Ciracas 06 Pg.,"Jl. H. Hanafi No. 36, Ciracas, Ciracas",421.0,18.0,"LALMASNI, S.Pd",8.7794136E7,Baik,A
2.0104355E7,SDN Ciracas 07 Pg.,"Jl. Raya Centex Gg. Kramat, Ciracas, Ciracas",537.0,19.0,"Hj. Elizar, S.Pd.",021-8702250,Padat/Kumuh,A
2.0104354E7,SDN Ciracas 08 Pg.,"Jl. Centex Gg. Kramat, Ciracas, Ciracas",309.0,10.0,"Hj. Rodiah, S. Pd",2.187780501E9,Baik,A
2.2010435E7,SDN Ciracas 09 Pg.,"Jl. Centex Rt. 010/ 03, Ciracas, Ciracas",363.0,17.0,"MARYANA, S.Pd",2.187781444E9,Baik,B
2.0104352E7,SDN Ciracas 10 Pg.,"Jl. Raya Ciracas, Ciracas, Ciracas",371.0,14.0,"NANIK LESTARI, S.Pd",2.187707514E9,Padat/Kumuh,A
2.0104351E7,SDN Ciracas 11 Pg.,"Jl. Penganten Ali No. 40, Ciracas, Ciracas",501.0,20.0,"Drs.H.A.Rasyid AK, M.MPd",8729081.0,Baik,A
2.0104329E7,SDN Ciracas 12 Pt.,"JL. RAYA CIRACAS, Ciracas, Ciracas",388.0,17.0,"H. CECEP SUPARMAN, S.Pd",2.187700953E9,Padat/Kumuh,A
2.0104253E7,SDN Ciracas 13 Pg.,"Jl. Poncol Gg. Asem No. 3, Ciracas, Ciracas",443.0,18.0,"ENDAH TRIWAHYULINA, M. M",(021)8704031,Baik,A
2.0104175E7,SDN Ciracas 14 Pg.,"Jl. Poncol Gg. Asem, Ciracas, Ciracas",447.0,15.0,"Rena Sitorus, S.Pd",021-8729357,Baik,A
2.0104155E7,SDN Ciracas 15 Pg.,"Jl. Pengantin Ali No. 40, Ciracas, Ciracas",511.0,20.0,"Lermina Purba, S.Pd",8.7708831E7,Baik,A
2.0104154E7,SDN Ciracas 16 Pt.,"Jl. Raya Poncol Gg. Asem Rt., Ciracas, Ciracas",340.0,15.0,Drs. Ramlan Pakpahan,8.7703439E7,Baik,A
2.0104153E7,SDN Ciracas 17 Pt.,"Jl. Poncol Gg. Asem No. 3, Ciracas, Ciracas",336.0,14.0,"Suparmin, S.Pd",8.7704162E7,Baik,A
2.0104151E7,SDN Dukuh 01 Pg.,"Jl. Raya Pondok Gede, Dukuh, Kramat Jati",255.0,12.0,"Drs. EDY PURWANTO, MM.",8006040.0,Baik,A
2.0109267E7,SDN Dukuh 02 Pt.,"Jl. Raya Pondok Gede, Dukuh, Kramat Jati",195.0,10.0,"H. SOYO HARYYANTO, S.Pd",,Baik,B
2.0104149E7,SDN Dukuh 03 Pg.,"Jl. Raya Pondok Gede Rt. 001/ 01, Dukuh, Kramat Jati",409.0,18.0,"Hj. LILIS JUWARIAH, S.Pd",8005837.0,Baik,B
2.0104148E7,SDN Dukuh 04 Pg.,"Jl. Dukuh V, Dukuh, Kramat Jati",414.0,14.0,"Suwanti, S. Pd",8.7791137E7,Baik,A
2.0104147E7,SDN Dukuh 05 Pg.,"Jl. Dukuh V RT. 008/ 04, Dukuh, Kramat Jati",416.0,16.0,"Hj. Sutinah, M.Pd",8402423.0,Baik,A
2.0104145E7,SDN Dukuh 07 Pt.,"Jl. Dukuh V, Dukuh, Kramat Jati",384.0,14.0,"SUWANTI, S.Pd",8.7797983E7,Padat/Kumuh,B
2.0104144E7,SDN Dukuh 08 Pg.,"Jl. Penggilingan Baru I, Dukuh, Kramat Jati",305.0,13.0,,8416612.0,Baik,B
2.0104143E7,SDN Dukuh 09 Pg.,"Komp. BHP Rt. 005/ 06, Dukuh, Kramat Jati",289.0,17.0,"Drs. Abdul Hamid, MH. M.Si",8410421.0,Baik,A
2.0108557E7,SDN Duren Sawit 01 Pg.,"Jl. Kelurahan I, Duren Sawit, Duren Sawit",334.0,14.0,"SUMARNI,S.Pd,MM",8626295.0,Baik,A
2.0108558E7,SDN Duren Sawit 02 Pg.,"Jl. Lingkar Timur, Duren Sawit, Duren Sawit",426.0,16.0,KARSILA,8601553.0,Baik,A
2.0108559E7,SDN Duren Sawit 03 Pg.,"Jl. Kelurahan I, Duren Sawit, Duren Sawit",334.0,14.0,"Hj.NURHAYATI,S.Pd,MM",8.6600935E7,Baik,A
2.010856E7,SDN Duren Sawit 05 Pg.,"Jl Pendidikan IX Komplek IKIP, Duren Sawit, Duren Sawit",283.0,15.0,"ETTY MARDIYATI, S.Pd, MM",021-8601441,Baik,B
2.0108561E7,SDN Duren Sawit 06 Pg.,"Jl. Bulu Perindu Raya No. 1, Duren Sawit, Duren Sawit",260.0,12.0,Drs. Ujang Subiatun,8603986.0,Baik,A
2.0108562E7,SDN Duren Sawit 07 Pg.,"Jl. Kavling Agraria, Duren Sawit, Duren Sawit",436.0,16.0,Endah Astuti,8628787.0,Baik,A
2.0108563E7,SDN Duren Sawit 08 Pg.,"Jl. Inspeksi Saluran No.39 A, Duren Sawit, Duren Sawit",437.0,14.0,"SUPENI, S.Pd",8629139.0,Banjir,A
2.0108564E7,SDN Duren Sawit 09 Pg.,"Jl. Komplek. IKIP No. 26, Duren Sawit, Duren Sawit",271.0,14.0,JUMIAH YANTI IRMAYANTI,8604890.0,Padat/Kumuh,B
2.0108565E7,SDN Duren Sawit 10 Pg.,"Jl. Madrasah II Rt. 0012/ 10, Duren Sawit, Duren Sawit",240.0,11.0,Dra. DESMIWARTI,2.186610288E9,Baik,B
2.0108568E7,SDN Duren Sawit 13 Pg.,"Jl. Lapangan Statistik, Duren Sawit, Duren Sawit",404.0,13.0,,8608925.0,Baik,A
2.0108569E7,SDN Duren Sawit 14 Pg.,"Jl. Cilungup II Rt. 09/10, Duren Sawit, Duren Sawit",272.0,15.0,"Emjelina Simarmata, S.Pd",021-86605146,Padat/Kumuh,B
2.010857E7,SDN Duren Sawit 15 Pt.,"Jl. Buluh Perindu Raya No.1, Duren Sawit, Duren Sawit",264.0,12.0,"SUWARSO, S.Pd, M.M",8.6604688E7,Baik,B
2.0108571E7,SDN Duren Sawit 16 Pg.,"Jl. Masjid Al Fallah, Duren Sawit, Duren Sawit",291.0,13.0,"SUTINI M,S.Pd,M.M",2.18608041E8,Baik,B
2.0108572E7,SDN Duren Sawit 17 Pg.,"Jl. Masjid Al Fallah, Duren Sawit, Duren Sawit",231.0,8.0,"Suharyati, S.Pd",8607705.0,Baik,A
2.0108573E7,SDN Duren Sawit 18 Pg.,"Jl. Lingkar Duren Sawit Tim., Duren Sawit, Duren Sawit",237.0,12.0,"ETTY MARDIYATI, S.Pd, MM",8607967.0,Baik,A
2.0102944E7,SDN Duren Tiga 01 Pg.,"Jl. Raya Ps. Minggu No. 100, Duren Tiga, Pancoran",307.0,16.0,"Ngatini, M.MPd",7991932.0,Baik,A
2.0102943E7,SDN Duren Tiga 05 Pg.,"Jl. Guru Alip/ PLN, Duren Tiga, Pancoran",259.0,11.0,HUDRI,2.17943231E8,Baik,A
2.0102956E7,SDN Duren Tiga 07 Pg.,"Jl. Duren Tiga Barat, Duren Tiga, Pancoran",176.0,11.0,N Mimih Kelana,7945514.0,Baik,B
2.0102958E7,SDN Duren Tiga 09 Pg.,"Jl. TMT Kalibata, Duren Tiga, Pancoran",265.0,12.0,Drs. Teguh Santosa,(021)79197758,Baik,A
2.0102971E7,SDN Duren Tiga 10 Pt.,"Jl. DEPAN TMPN Kalibata, Duren Tiga, Pancoran",44.0,6.0,,021-79197758,Baik,B
2.010588E7,SDN Duren Tiga 11 Pg.,"Jl. Guru Alip, Duren Tiga, Pancoran",194.0,8.0,"ISWANTI,S.Pd",7940077.0,Baik,B
2.0105881E7,SDN Duren Tiga 13 Pg.,"Jl. K. H. Ismail No. 121, Duren Tiga, Pancoran",207.0,11.0,"HJ. MAEMUNAH, S.Pd",7983061.0,Banjir,A
2.0105882E7,SDN Duren Tiga 14 Pg.,"Jl. Kalibata Utara VI / 28, Duren Tiga, Pancoran",161.0,9.0,"Larwa, S.Pd",2.17991264E8,Banjir,B
2.0105883E7,SDN Duren Tiga 15 Pg.,"Jl. K. H. Ismail No. 121, Duren Tiga, Pancoran",154.0,9.0,"HARTINI,S.Pd",7995344.0,Banjir,B
2.0105186E7,SDN Duri Kepa 01 Pg.,"Jl. Raya Duri Kepa, Duri Kepa, Kebon Jeruk",214.0,10.0,"SYAMSIDAH,S.Pd",(021)56949768,Baik,A
2.0105187E7,SDN Duri Kepa 03 Pg.,"Jl. Mangga Raya No. 18, Duri Kepa, Kebon Jeruk",326.0,11.0,Drs. SUPARDI,5.6944231E7,Banjir,B
2.0102127E7,SDN Duri Kepa 04 Pt.,"Jl. Mangga Raya Rt.02/03, Duri Kepa, Kebon Jeruk",28.0,6.0,"Drs. M.Tarmizi, M.Pd (Plh)",5606246.0,Baik,A
2.0105188E7,SDN Duri Kepa 05 Pg.,"Jl. Mangga XIV Rt.06/04, Duri Kepa, Kebon Jeruk",292.0,11.0,"H.Usman Gumanti,S.Pd",9.1261487E7,Banjir,A
2.0102125E7,SDN Duri Kepa 06 Pg.,"Jl. Mangga XIV, Duri Kepa, Kebon Jeruk",239.0,9.0,,021-98266147,Banjir,A
2.0105189E7,SDN Duri Kepa 07 Pg.,"Jl. Ratu Alamanda, Duri Kepa, Kebon Jeruk",409.0,17.0,ABDUL RAHMAN,5.6961406E7,Padat/Kumuh,A
2.0102122E7,SDN Duri Kepa 08 Pg.,"Jl. Ratu Alamanda, Duri Kepa, Kebon Jeruk",403.0,16.0,Drs.Abdul Rahman,5653923.0,Banjir,A
2.010519E7,SDN Duri Kepa 09 Pt.,"Jl. Villa Tomang Mas, Duri Kepa, Kebon Jeruk",144.0,10.0,"Rusna Simarmata, S.Pd.SD",021-56964736,Baik,B
2.0105191E7,SDN Duri Kepa 10 Pg.,"Jl. Raya Duri Kepa Rt.01/02, Duri Kepa, Kebon Jeruk",211.0,9.0,DARSONO,2.9204697E7,Baik,A
2.0102119E7,SDN Duri Kepa 11 Pg.,"Jl. Raya Duri Kepa, Duri Kepa, Kebon Jeruk",248.0,10.0,"Suwignyo, S.Pd",021-56962745,Baik,A
2.0102118E7,SDN Duri Kepa 12 Pg.,"Jl. Raya Duri Kepa, Duri Kepa, Kebon Jeruk",240.0,11.0,"Suwignyo, S.Pd",2.1564834E7,Baik,B
2.0105192E7,SDN Duri Kepa 13 Pg.,"Jl. Villa Tomang Mas Rt.02/010, Duri Kepa, Kebon Jeruk",325.0,12.0,"H. Supendi, S.Pd",(021) 5633413,Baik,B
2.0102086E7,SDN Duri Kepa 14 Pg.,"Jl. Villa Tomang Mas, Duri Kepa, Kebon Jeruk",312.0,13.0,"Drs. H. M. NURDIN, M.Pd",5634978.0,Banjir,B
2.0102085E7,SDN Duri Kepa 16 Pg.,"Komp. Green Ville Maesionet Rt.01/09, Duri Kepa, Kebon Jeruk",288.0,13.0,Drs. Umar,5642759.0,Baik,A
2.0105194E7,SDN Duri Kepa 17 Pg.,"Komp. Green Ville, Duri Kepa, Kebon Jeruk",295.0,13.0,"Sumarni, S.Pd",5.6940683E7,Baik,B
2.0102083E7,SDN Duri Kosambi 01 Pg.,"Jl. KH. Abd. Hamid Rt.03/03, Duri Kosambi, Cengkareng",332.0,11.0,"JOJOR SIMATUPANG, M.Si",,Baik,A
2.0102082E7,SDN Duri Kosambi 02 Pg.,"Jalan Raya Duri Kosambi No.21, Duri Kosambi, Cengkareng",358.0,13.0,"Hj. SRI RAHAYU, S.Pd, M.M",021-54399172,Baik,A
2.0102081E7,SDN Duri Kosambi 03 Pt.,"Jl. KH. Abd. Hamid, Duri Kosambi, Cengkareng",298.0,11.0,"JOJOR SIMATUPANG, M.Si",,Baik,B
2.010208E7,SDN Duri Kosambi 04 Pg.,"Jl. Raya Duri Kosambi, Duri Kosambi, Cengkareng",659.0,21.0,"Buchori, S.Pd.",2.154374739E9,Baik,B
2.0105199E7,SDN Duri Kosambi 05 Pt.,"Jl. Raya Duri Kosambi, Duri Kosambi, Cengkareng",374.0,13.0,"Hj. DESNAWATI, S.Pd",2.154394295E9,Baik,A
2.01052E7,SDN Duri Kosambi 06 Pg.,"Jl. Pondok Randu Raya, Duri Kosambi, Cengkareng",683.0,23.0,"MARYANI, M.MPd",021-54393525,Banjir,A
2.0102077E7,SDN Duri Kosambi 07 Pg.,"Jl. Raya Kresek No. 51, Duri Kosambi, Cengkareng",841.0,35.0,"SLAMET, S.Pd",2.129024474E9,Baik,B
2.0102087E7,SDN Duri Kosambi 09 Pg.,"Jl. Duri Kosambi Raya Komp. Interkota No. 1, Duri Kosambi, Cengkareng",403.0,18.0,"Hj. IRIANTINI, S. Pd",021-5448776,Baik,A
2.010905E7,SDN Duri Kosambi 10 Pg.,"Jl. Duri Kosambi Raya Komp. Interkota No.1, Duri Kosambi, Cengkareng",408.0,19.0,Dra. Hj. Sri Makmuriyati,021-54392225,Baik,A
2.0105205E7,SDN Duri Kosambi 11 Pg.,"Jl. Duri Kosambi Raya Komp. Interkota No. 1, Duri Kosambi, Cengkareng",341.0,12.0,"ETI, S. Pd",2.154393639E9,Baik,B
2.0104515E7,SDN Duri Pulo 01 Pg.,"Jl. Setiakawan III/ 25, Duri Pulo, Gambir",208.0,10.0,"RETNO DJUMILAH, S.Pd.",6.3869033E7,Padat/Kumuh,B
2.0104516E7,SDN Duri Pulo 02 Pg.,"Jl. Setiakawan III/ 25, Duri Pulo, Gambir",201.0,11.0,Moch. Munir,6337386.0,Padat/Kumuh,A
2.0104517E7,SDN Duri Pulo 03 Pg.,"Jl. Setiakawan III/ 25, Duri Pulo, Gambir",231.0,8.0,"Margono, S.Pd",2.163854624E9,Padat/Kumuh,A
2.0104518E7,SDN Duri Pulo 04 Pg.,"Jl. Setiakawan III/ 25, Duri Pulo, Gambir",208.0,9.0,"Margono, S. Pd",2.163869017E9,Padat/Kumuh,B
2.0104519E7,SDN Duri Pulo 05 Pg.,"Jl. Setiakawan III/ 25, Duri Pulo, Gambir",195.0,7.0,,6.3869015E7,Padat/Kumuh,B
2.010452E7,SDN Duri Pulo 06 Pt.,"Jl. Setiakawan III/ 25, Duri Pulo, Gambir",157.0,6.0,ZUBAIDAH THALIB,6.3869016E7,Baik,B
2.0104521E7,SDN Duri Pulo 07 Pg.,"Jl. KH. Zainul Arifin No. 71, Duri Pulo, Gambir",193.0,11.0,"LUSMIATI, S.Pd, M.M",2.163867937E9,Baik,A
2.0104522E7,SDN Duri Pulo 08 Pg.,"Jl. Subur Raya No. 16, Duri Pulo, Gambir",170.0,9.0,"MARIAMAH, S. Pd",6324423.0,Baik,B
2.0104523E7,SDN Duri Pulo 09 Pg.,"Jl. K.H. Zainul Arifin No. 71, Duri Pulo, Gambir",191.0,10.0,MARTINI,021-63867886,Baik,B
2.0104524E7,SDN Duri Pulo 10 Pg.,"Jl. Setiakawan III/ 25, Duri Pulo, Gambir",204.0,10.0,ZUBAIDAH THALIB,021-63869016,Padat/Kumuh,A
2.0105206E7,SDN Duri Utara 01 Pg.,"Jl. Duri Utara I No. 1, Duri Utara, Tambora",290.0,11.0,"AMIRUDIN HUSIN, S.Pd.MM",6.3861041E7,Padat/Kumuh,A
2.01021E7,SDN Duri Utara 02 Pt.,"Jl. Duri Utara I No. 1, Duri Utara, Tambora",238.0,11.0,"JONNY SILABAN, S. Pd",021-63855791,Padat/Kumuh,A
2.0105208E7,SDN Duri Utara 03 Pg.,"Jl. Duri Utara I No. 1, Duri Utara, Tambora",294.0,12.0,Drs. DANA HELLI,2.16329087E8,Padat/Kumuh,B
2.0105209E7,SDN Duri Utara 04 Pt.,"Jl. Duri Utara I No. 1, Duri Utara, Tambora",221.0,9.0,"SUNARSIH, S.Pd",021-70246204,Padat/Kumuh,B
2.010521E7,SDN Duri Utara 05 Pg.,"Jl. Duri Utara I No. 1, Duri Utara, Tambora",293.0,11.0,"YUNIARTI, S.Pd",021 - 63861153,Padat/Kumuh,A
2.0102096E7,SDN Duri Utara 06 Pt.,"Jl. Duri Utara I No. 1, Duri Utara, Tambora",215.0,10.0,"SITI SUMARNI, S.Pd.SD",2.163858974E9,Padat/Kumuh,B
2.0104525E7,SDN Galur 01 Pg.,"Jl. Kampung Rawa Tengah, Galur, Johar Baru",510.0,20.0,"Dra. HUZEIFNI, M.Pd",4.2879326E7,Padat/Kumuh,A
2.0104527E7,SDN Galur 03 Pg.,"Jl. Kampung Rawa Tengah, Galur, Johar Baru",511.0,22.0,"SUPARTINI, S.Pd",4.2882846E7,Padat/Kumuh,A
2.0105884E7,SDN Gandaria Selatan 01 Pg.,"Jl. Teladan No. 3, Gandaria Selatan, Cilandak",380.0,18.0,"MARYATI, S.Pd.I",7650010.0,Baik,B
2.0102967E7,SDN Gandaria Selatan 02 Pt.,"Jl. Teladan No. 3, Gandaria Selatan, Cilandak",131.0,9.0,"Mimi Herwati, S.Pd",021-7666775,Baik,A
2.0105885E7,SDN Gandaria Selatan 03 Pg.,"Jl. Madrasah No. 45, Gandaria Selatan, Cilandak",180.0,7.0,"SRI HASTUTI, S.Pd",7.5911413E7,Banjir,A
2.0105886E7,SDN Gandaria Selatan 04 Pg.,"Jl. Madrasah No. 45 Gandaria Selatan, Gandaria Selatan, Cilandak",170.0,10.0,"BARIYAH, S.Pd",7667178.0,Banjir,A
2.0105887E7,SDN Gandaria Utara 01 Pg.,"Jl. Gotong Royong II, Gandaria Utara, Kebayoran Baru",181.0,10.0,"MARSUMI,S.Pd",7228487.0,Banjir,A
2.0105891E7,SDN Gandaria Utara 03 Pg.,"Jl. Hidup Baru IV, No. 39, Gandaria Utara, Kebayoran Baru",187.0,10.0,"RETI ROSWATI, S.Pd",7236342.0,Baik,B
2.0105892E7,SDN Gandaria Utara 05 Pg.,"Jl. Hidup Baru IV/39, Gandaria Utara, Kebayoran Baru",204.0,8.0,"FAJAR PRIYONO, S. Pd",7.2795605E7,Baik,B
2.0105894E7,SDN Gandaria Utara 07 Pg.,"Jl. Hidup Baru IV, Gandaria Utara, Kebayoran Baru",145.0,9.0,"Rahmadi,S.Pd.,MM",7231112.0,Baik,A
2.0105895E7,SDN Gandaria Utara 08 Pg.,"Jl. Kamboja no. 4, Gandaria Utara, Kebayoran Baru",237.0,12.0,"SITI RIKHAMAH, S.Pd. MM",7248354.0,Baik,A
2.0105896E7,SDN Gandaria Utara 11 Pg.,"Jl. BRI Radio Dalam, Gandaria Utara, Kebayoran Baru",178.0,10.0,"Sukini, S.Pd",021-7260876,Banjir,B
2.0105897E7,SDN Gandaria Utara 13 Pg.,"Jl. BRI Pasar Inpres Radio Dalam No. 1, Gandaria Utara, Kebayoran Baru",107.0,9.0,GENUK WAHYUNI,2.17230648E8,Banjir,B
