npsn,nama_sekolah,alamat,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.010053E7,SDN Cempaka Putih Timur 03 Pg.,"Jl. Rawasari Barat I, Cempaka Putih Timur, Cempaka Putih",213.0,12.0,"Hj. ROHMIYATI, S.Pd",4205276.0,Baik,B
2.0100531E7,SDN Cempaka Putih Timur 05 Pg.,"Jl. Rawasari Barat I/1, Cempaka Putih Timur, Cempaka Putih",210.0,11.0,MANISEM.S.Pd,021-420223,Baik,A
2.0105145E7,SDN Cengkareng Barat 01 Pg.,"Jl. Utama Raya Nomor 41, Cengkareng Barat, Cengkareng",300.0,11.0,Amun,5.4396697E7,Baik,A
2.0105146E7,SDN Cengkareng Barat 02 Pt.,"Jl. Utama Raya No. 41, Cengkareng Barat, Cengkareng",200.0,9.0,"SUYATMI, S.Pd",021-54397642,Baik,A
2.0102023E7,SDN Cengkareng Barat 03 Pg.,"Jl. Utama Raya No. 41, Cengkareng Barat, Cengkareng",416.0,16.0,Mujiono,2.16197273E8,Baik,A
2.0102022E7,SDN Cengkareng Barat 04 Pg.,"Jl. Utama Raya No. 41, Cengkareng Barat, Cengkareng",189.0,9.0,"Genta Sri, S. Pd",2.154397806E9,Baik,B
2.0105149E7,SDN Cengkareng Barat 05 Pg.,"Jl. Utama Raya No. 41, Cengkareng Barat, Cengkareng",210.0,13.0,"OMI ROHIMI, S.Pd",2.154392281E9,Baik,A
2.0102034E7,SDN Cengkareng Barat 06 Pt.,"Jl. Utama Raya No. 41, Cengkareng Barat, Cengkareng",220.0,8.0,"Mia Maemunah, S.Pd",2.154370876E9,Baik,B
2.0105151E7,SDN Cengkareng Barat 07 Pg.,"Jl. Rawa Kramat Rt.04/04, Cengkareng Barat, Cengkareng",317.0,14.0,IIN MARYANI,2.154370891E9,Banjir,B
2.0105152E7,SDN Cengkareng Barat 08 Pt.,"Jl. Rawa Keramat, Cengkareng Barat, Cengkareng",233.0,11.0,"SABARLINA, S.Pd",021-54370891,Banjir,B
2.0105153E7,SDN Cengkareng Barat 09 Pg.,"Jl. Bambu Larangan Rt.003/05, Cengkareng Barat, Cengkareng",325.0,11.0,"Meriaty Sihite, MA",021-54370954,Padat/Kumuh,A
2.0105154E7,SDN Cengkareng Barat 10 Pg.,"Jl. Bambu Larangan No. 26, Cengkareng Barat, Cengkareng",367.0,10.0,"DARNI, S.Pd, MM",021-54376004,Padat/Kumuh,B
2.0102044E7,SDN Cengkareng Barat 11 Pg.,"Jl. Raya Cenderawasih X No. 7, Cengkareng Barat, Cengkareng",151.0,9.0,"NURDIESTI, S.Pd",2.129440877E9,Baik,B
2.0105156E7,SDN Cengkareng Barat 12 Pg.,"Jl. Utama Raya No. 41, Cengkareng Barat, Cengkareng",248.0,11.0,"TUTI IRYANTI, S.Pd",2.154367615E9,Baik,A
2.0105157E7,SDN Cengkareng Barat 13 Pg.,"Jl. Jaya 25, Cengkareng Barat, Cengkareng",438.0,17.0,SYIHABUDIN,021-55959379,Banjir,A
2.0105158E7,SDN Cengkareng Barat 14 Pg.,"Jl. Jaya VIII Rt.02/10, Cengkareng Barat, Cengkareng",410.0,14.0,"SOLIHIN, S.Pd",021-5595087,Banjir,B
2.0105159E7,SDN Cengkareng Barat 15 Pg.,"Jl. Flamboyan Jaya VIII Rt.002/010, Cengkareng Barat, Cengkareng",391.0,13.0,"BETY HERAWATY. ZA, S.Pd",(021) 5556150,Banjir,A
2.010516E7,SDN Cengkareng Barat 16 Pg.,"Jl. Flamboyan VI No.2, Cengkareng Barat, Cengkareng",389.0,15.0,"Karmus, S.Pd",2.155956819E9,Baik,A
2.0105161E7,SDN Cengkareng Barat 17 Pt.,"Jl. Flamboyan VI, Cengkareng Barat, Cengkareng",332.0,13.0,"UMIYATINI, S.Pd",,Baik,A
2.0105162E7,SDN Cengkareng Barat 18 Pg.,"Jl. Cenderawasih X No. 7, Cengkareng Barat, Cengkareng",332.0,15.0,"YOYOH SOBARIAH, S.Pd",2.15439213E9,Baik,A
2.0105163E7,SDN Cengkareng Barat 19 Pg.,"Jl. Rawa Bengkel Rt.04/07, Cengkareng Barat, Cengkareng",328.0,10.0,Soepardi,(021) 5446062,Banjir,A
2.010895E7,SDN Cengkareng Barat 20 Pt.,"Jl. Jaya VIII, Cengkareng Barat, Cengkareng",341.0,12.0,"Suyono,S.Pd",5.5962964E7,Padat/Kumuh,A
2.0105165E7,SDN Cengkareng Timur 01 Pg.,"Jl. Daan Mogot Km. 14, Cengkareng Timur, Cengkareng",578.0,22.0,"Hj. Sri Suningsih, S.Pd",2.154380738E9,Baik,A
2.0105167E7,SDN Cengkareng Timur 03 Pg.,"Jl. Bangun Nusa III No.21, Cengkareng Timur, Cengkareng",328.0,12.0,"Hj. Suharyanti,S.Pd",5417942.0,Baik,B
2.0105168E7,SDN Cengkareng Timur 04 Pt.,"Jl. Bangun Nusa III Rt.006/02, Cengkareng Timur, Cengkareng",227.0,11.0,Hanifah,021 5412982,Padat/Kumuh,B
2.0105169E7,SDN Cengkareng Timur 05 Pg.,"Jl. Kamal Raya No. 12, Cengkareng Timur, Cengkareng",293.0,12.0,SOLEH,2.154382207E9,Baik,B
2.010517E7,SDN Cengkareng Timur 06 Pg.,"Jl. Kamal Raya No. 12, Cengkareng Timur, Cengkareng",275.0,9.0,"SRI HASTUTI, S.Pd, MM",2.154390985E9,Baik,B
2.0105171E7,SDN Cengkareng Timur 07 Pg.,"Jl. Fajar Baru Utara No.7, Cengkareng Timur, Cengkareng",316.0,15.0,"Tarjana, S.Pd",021-543 740 26,Baik,B
2.0105172E7,SDN Cengkareng Timur 09 Pg.,"Jl. Fajar Baru Utara No.41, Cengkareng Timur, Cengkareng",377.0,13.0,GIYATNO,(021) 54396865,Baik,A
2.0105173E7,SDN Cengkareng Timur 10 Pg.,"Jl. Fajar Baru Selatan, Cengkareng Timur, Cengkareng",361.0,9.0,MUNAWAROH,021-54373149,Padat/Kumuh,B
2.0102107E7,SDN Cengkareng Timur 11 Pt.,"Jl. Fajar Baru Selatan, Cengkareng Timur, Cengkareng",246.0,9.0,"H. ZAILANI,S.Pd.I,MM",2.154396826E9,Baik,A
2.0105175E7,SDN Cengkareng Timur 12 Pg.,"Jl. Fajar Baru Selatan, Cengkareng Timur, Cengkareng",337.0,12.0,"RATNA NURHADIANA, S.Pd",2.15449779E8,Baik,B
2.0105176E7,SDN Cengkareng Timur 13 Pt.,"Jl. Fajar Baru Selatan, Cengkareng Timur, Cengkareng",256.0,6.0,"Bety Herawaty. ZA, S.Pd",2.154396795E9,Padat/Kumuh,B
2.0105177E7,SDN Cengkareng Timur 14 Pg.,"Jl. Bangun Nusa Raya, Cengkareng Timur, Cengkareng",429.0,14.0,"Maryati, S.Pd",(021)5451592,Banjir,A
2.0105178E7,SDN Cengkareng Timur 15 Pg.,"Jl . Bangun Nusa Raya, Cengkareng Timur, Cengkareng",443.0,17.0,"H. MARZUKI ALFATIRI, S.Ag",2.154380289E9,Banjir,A
2.0102104E7,SDN Cengkareng Timur 16 Pt.,"Jl . Bangun Nusa Raya, Cengkareng Timur, Cengkareng",292.0,12.0,Hj. ISROWATI,021-54397502,Banjir,B
2.010518E7,SDN Cengkareng Timur 17 Pg.,"Jl. Angsana Raya No.46 Rt.07/12, Cengkareng Timur, Cengkareng",399.0,13.0,Dra. Tuti Mintarsih,021-54394378,Padat/Kumuh,A
2.0105181E7,SDN Cengkareng Timur 18 Pg.,"Jl. Angsana Raya, Cengkareng Timur, Cengkareng",380.0,13.0,"WIDIYARTI, S.Pd",2.154377189E9,Padat/Kumuh,A
2.0102116E7,SDN Cengkareng Timur 19 Pt.,"Jl. Angsana Raya, Cengkareng Timur, Cengkareng",372.0,11.0,"Hj. DWI AGUSTINI, S.Pd",2.154377139E9,Padat/Kumuh,A
2.0102117E7,SDN Cengkareng Timur 20 Pt.,"Jl. Fajar Baru Utara Rt. 006/ 08, Cengkareng Timur, Cengkareng",241.0,7.0,,2.154380811E9,Baik,B
2.0109049E7,SDN Cengkareng Timur 21 Pg.,"Jl. Outer Ring Road Kayu Besar Cengkareng Timur, Cengkareng Barat, Cengkareng",329.0,14.0,"ROHMADIN, M.Pd",5.5950977E7,Baik,A
2.010213E7,SDN Cengkareng Timur 22 Pt.,"Jl. Bangun Nusa Raya Rt 011/ Rw013, Cengkareng Timur, Cengkareng",297.0,11.0,"ANI WISTIYANI, S.Pd",021-54380285,Banjir,B
2.0104403E7,SDN Cibubur 01 Pg.,"Jl. Masjid Fathul Gofur, Cibubur, Ciracas",476.0,23.0,"Hj. Sri Retnowati, M.Pd",021-87706686,Baik,A
2.0104402E7,SDN Cibubur 02 Pg.,"Jl. Masjid Fathul Gofur Rt. 002/04, Cibubur, Ciracas",466.0,19.0,"Hj. SRI RETNOWATI, M. Pd",8.770653E7,Baik,A
2.0104401E7,SDN Cibubur 03 Pg.,"Jl. Cibubur I, Cibubur, Ciracas",418.0,17.0,"ASMIDA PAKPAHAN, S.Pd.",8703040.0,Baik,A
2.01044E7,SDN Cibubur 04 Pg.,"Jl. Cibubur I, Cibubur, Ciracas",464.0,18.0,Endah Triwahyulina,8725514.0,Baik,A
2.0109115E7,SDN Cibubur 05 Pg.,"Jl. Taruna Jaya Cibubur, Cibubur, Ciracas",353.0,16.0,"HJ. TRI ASTUTI, S.Pd",021-8734006,Baik,A
2.0108966E7,SDN Cibubur 06 Pt.,"Jl. Cibubur I, Cibubur, Ciracas",405.0,17.0,BENNY TAMBA,8.7703976E7,Baik,A
2.0104399E7,SDN Cibubur 07 Pt.,"Jl. Cibubur I, Cibubur, Ciracas",415.0,12.0,"ENTIN HARUMTINI,S.Pd",8.7713902E7,Baik,B
2.0104398E7,SDN Cibubur 08 Pt.,"Jl. Taruna Jaya, Cibubur, Ciracas",349.0,15.0,"H. Miftahul Hidayat, S.Pd.I",021-87752190,Padat/Kumuh,B
2.0108671E7,SDN Cibubur 09 Pg.,"Jl. Bulak Ringin, Cibubur, Ciracas",451.0,19.0,"Gokmauli Nainggolan, S.Pd.,MM",021-87700841,Baik,A
2.0109151E7,SDN Cibubur 10 Pg.,"Jl. Bulak Ringin Rt. 06/ 03 No. 1 A, Cibubur, Ciracas",442.0,17.0,"Satilah, M.Pd.",8.7700833E7,Baik,A
2.0108672E7,SDN Cibubur 11 Pg.,"Jl. Cibubur I, Cibubur, Ciracas",324.0,15.0,"Herwidiastuti,M.Pd",8.7717464E7,Baik,A
2.0108673E7,SDN Cibubur 12 Pt.,"Jl. Bulak Ringin, Cibubur, Ciracas",434.0,13.0,Drs. RAMLAN PAKPAHAN,(021) 87714569,Baik,A
2.0104397E7,SDN Cibubur 13 Pt.,"Jl. Bulak Ringin, Cibubur, Ciracas",392.0,17.0,"Yahya Kusmayadi, S.Pd",021-87714334,Baik,A
2.0104498E7,SDN Cideng 02 Pg.,"Jl. Lematang No. 2, Cideng, Gambir",235.0,12.0,BAHIJAH,3520748.0,Baik,A
2.0104499E7,SDN Cideng 04 Pg.,"Jl. Cimalaya No. 1, Cideng, Gambir",246.0,13.0,"Kadori,S.Pd",3.4831784E7,Padat/Kumuh,B
2.01045E7,SDN Cideng 06 Pt.,"Jl. Cimalaya No. 1, Cideng, Gambir",160.0,10.0,"ARHAENI KURNIATY, S.Pd, MM",021-38902164,Baik,A
2.0104501E7,SDN Cideng 07 Pg.,"Jl. Sangihe No. 26, Cideng, Gambir",270.0,19.0,"SUPRIYANTO, M.Pd",6.3852778E7,Baik,B
2.0104503E7,SDN Cideng 09 Pg.,"Jl. Cimalaya No. 1, Cideng, Gambir",211.0,10.0,"Rachmah,SPd",021 38900274,Baik,B
2.0104504E7,SDN Cideng 10 Pg.,"Jl. Cilamaya No. 1, Cideng, Gambir",179.0,8.0,"PARSIDI, S.Pd",3446085.0,Baik,B
2.0104505E7,SDN Cideng 11 Pt.,"Jl. Cilamaya No. 1, Cideng, Gambir",128.0,7.0,DEDE SUKARTINAH,3446085.0,Baik,B
2.0104506E7,SDN Cideng 13 Pg.,"Jl. Cilamaya No. 1, Cideng, Gambir",183.0,7.0,,3.4831741E7,Baik,A
2.0103151E7,SDN Ciganjur 01 Pg.,"Jl. Damai II, Ciganjur, Jagakarsa",440.0,17.0,ETTY KURNIATI,7.8880219E7,Baik,B
2.0103133E7,SDN Ciganjur 02 Pg.,"Jl. Warung Silah Rt. 005/04, Ciganjur, Jagakarsa",266.0,14.0,Dra. FLORA SETIAWATI,7.8882312E7,Baik,A
2.0103115E7,SDN Ciganjur 03 Pt.,"Jl. Damai II Rt. 006/ 02, Ciganjur, Jagakarsa",308.0,16.0,"Drs.Wawan Karnawan,MM",7.8892617E7,Baik,B
2.0105828E7,SDN Ciganjur 04 Pg.,"Jl. H. Montong No. 53, Ciganjur, Jagakarsa",425.0,16.0,"IRIYANI, S. Pd",7.8892086E7,Baik,A
2.0103114E7,SDN Ciganjur 05 Pg.,"Jl. H. Montong RT.005/02 No. 53, Ciganjur, Jagakarsa",443.0,17.0,"UNTUNG BUDI HARIYANTO, S.Pd",7874930.0,Baik,A
2.0103113E7,SDN Ciganjur 06 Pt.,"Jl. Warung Sila, Ciganjur, Jagakarsa",211.0,11.0,"Slamet, S.Pd",7.889288E7,Baik,B
2.0108814E7,SDN Cijantung 01 Pg.,"Jl. Pertengahan, Cijantung, Pasar Rebo",260.0,11.0,"LINCE SIHALOHO, S.Pd",8706373.0,Baik,B
2.0109179E7,SDN Cijantung 02 Pg.,"Jl. Pertengahan Gg. Kramat I, Cijantung, Pasar Rebo",332.0,13.0,,8416218.0,Baik,A
2.0108815E7,SDN Cijantung 03 Pg.,"Jl. R.A. Fadillah No. 1, Cijantung, Pasar Rebo",372.0,17.0,"Suti Rahayu, M.Pd.",8404859.0,Baik,A
2.0108816E7,SDN Cijantung 05 Pg.,"Jl. Pertengahan N0 4, Cijantung, Pasar Rebo",292.0,11.0,"HJ DUMILAH,S.Pd",8416232.0,Baik,A
2.0108817E7,SDN Cijantung 06 Pg.,"Jl. Gongseng Raya RT010/01, Cijantung, Pasar Rebo",285.0,12.0,WARSINI,8704431.0,Baik,B
2.0109262E7,SDN Cijantung 07 Pg.,"Jl. Gongseng Raya, Cijantung, Pasar Rebo",590.0,25.0,"RIDOYO, S.Pd",8704479.0,Baik,A
2.0108818E7,SDN Cijantung 08 Pg.,"Jl. Pertengahan, Cijantung, Pasar Rebo",313.0,14.0,"ENY DYAH BUDIARTI, S.Pd., MM.",2.187784004E9,Baik,A
2.0108819E7,SDN Cijantung 09 Pt.,"Jl. Gongseng Raya, Cijantung, Pasar Rebo",263.0,10.0,"A. Pramuji, S.Pd.MM",8.7704708E7,Baik,B
2.010882E7,SDN Cijantung 11 Pt.,"Jl. Pertengahan No.1 Rt.06/07, Cijantung, Pasar Rebo",187.0,9.0,Ari Perasmiasih,021-87798923,Baik,B
2.0104508E7,SDN Cikini 01 Pg.,"Jl. Cidurian No. 2 A, Cikini, Menteng",206.0,12.0,Suratno,2.12306143E8,Baik,A
2.0104509E7,SDN Cikini 02 Pg.,"Jl. Cidurian No. 2 A, Cikini, Menteng",205.0,10.0,ASHADI,021 - 3914131,Baik,B
2.010451E7,SDN Cikini 03 Pg.,"Jl. Cidurian No. 2 A, Cikini, Menteng",142.0,6.0,Baban Syahbanul Farry,3926683.0,Baik,B
2.0104511E7,SDN Cikini 04 Pg.,"Jl. Cidurian No. 2 A, Cikini, Menteng",120.0,8.0,Plh. Hj. Ni Luh Satrini Asri,3.1908358E7,Baik,B
2.0103112E7,SDN Cikoko 01 Pg.,"Jl. Cikoko Barat IV No.19, Cikoko, Pancoran",270.0,15.0,"Kasmini, S.Pd",7.919465E7,Padat/Kumuh,A
2.0109302E7,SDN Cikoko 03 Pg.,"Jl. Cikoko Raya, Cikoko, Pancoran",219.0,10.0,"Mulyadi, M.Pd",2.17945192E8,Baik,A
2.0103109E7,SDN Cikoko 04 Pg.,"Jl. B. Cikoko Raya, Cikoko, Pancoran",202.0,10.0,Esben Naibaho,7.9195534E7,Padat/Kumuh,A
2.010583E7,SDN Cilandak Barat 01 Pg.,"Jl. BDN I No. 72, Cilandak Barat, Cilandak",190.0,10.0,"SARTINI, S.Pd.",021-7664712,Baik,A
2.0105831E7,SDN Cilandak Barat 03 Pg.,"Jl. Tanjung Komplek MPR, Cilandak Barat, Cilandak",174.0,10.0,"MUNIN, S.Pd",7696926.0,Baik,A
2.0103106E7,SDN Cilandak Barat 04 Pg.,"Jl. BNI 46 No. 35, Cilandak Barat, Cilandak",329.0,16.0,"SARBINI, S. Pd. SD.",7656029.0,Baik,A
2.0105832E7,SDN Cilandak Barat 06 Pg.,"Jl. BDN I No. 72, Cilandak Barat, Cilandak",223.0,10.0,"RAHAYU MARDIYATMI, S. Pd.",7663204.0,Baik,A
2.0105833E7,SDN Cilandak Barat 07 Pg.,"Jl. Caringin Timur No. 40, Cilandak Barat, Cilandak",198.0,11.0,KARYASIH,7658477.0,Padat/Kumuh,A
2.0105834E7,SDN Cilandak Barat 08 Pg.,"Jl. Tmn Wijaya Kusuma V, Cilandak Barat, Cilandak",436.0,18.0,"DEDI SURYADI, S.Pd",7666718.0,Baik,A
2.0105835E7,SDN Cilandak Barat 09 Pg.,"Jl. Caringin Timur No. 39, Cilandak Barat, Cilandak",237.0,16.0,"E. SUPARMINI, S.Pd.",7655683.0,Baik,B
2.0105836E7,SDN Cilandak Barat 11 Pt.,"Jl. Tmn Wijaya Kusuma V, Cilandak Barat, Cilandak",147.0,11.0,"SITI RODIYAH, S.Pd",7.5900696E7,Baik,B
2.0105837E7,SDN Cilandak Barat 12 Pg.,"Jl. Tmn Wijaya Kusuma III, Cilandak Barat, Cilandak",312.0,11.0,"TRIS MARYATI,S.Pd",7.5910507E7,Banjir,B
2.0105838E7,SDN Cilandak Barat 13 Pg.,"Jl. Tmn Wijaya Kusuma III, Cilandak Barat, Cilandak",247.0,9.0,"SAIMIN, S.Pd",7665326.0,Padat/Kumuh,B
2.0105839E7,SDN Cilandak Barat 14 Pg.,"Jl. Tanjung Komplek MPR, Cilandak Barat, Cilandak",188.0,10.0,"DEDI SURYADI, S. Pd",7.5913643E7,Baik,A
2.010584E7,SDN Cilandak Barat 15 Pg.,"Jl. Pangeran Antasari No.56, Cilandak Barat, Cilandak",210.0,12.0,ROSSILAWATY,7.5816901E7,Baik,A
2.0105841E7,SDN Cilandak Barat 17 Pg.,"Jl. R.A Kartini Gg Ampera, Cilandak Barat, Cilandak",236.0,10.0,"Hj. SUHARNI, S.Pd.SD",7.5903648E7,Baik,A
2.0105842E7,SDN Cilandak Barat 19 Pg.,"Jl. Intan Ujung Rt. 002/ 02 no. 19, Cilandak Barat, Cilandak",110.0,10.0,"SURYATI, S.Ag, M.Si",7502282.0,Baik,A
2.0103104E7,SDN Cilandak Timur 01 Pg.,"Jl. KKO Cilandak, Cilandak Timur, Pasar Minggu",450.0,16.0,"Sri Endang Murtiningsih, S.Pd",2.17819171E8,Baik,A
2.0103103E7,SDN Cilandak Timur 02 Pt.,"Jl. Raya Cilandak KKO, Cilandak Timur, Pasar Minggu",354.0,14.0,"Hj. SRI KAMANINGSIH, M.MPd",(021) 78838237,Baik,A
2.0103116E7,SDN Cilandak Timur 03 Pg.,"Jl.Memed Raya, Cilandak Timur, Pasar Minggu",428.0,18.0,"Yarnelis, M. M",7816470.0,Baik,A
2.0103117E7,SDN Cilandak Timur 04 Pt.,"Jl. KKO Cilandak, Cilandak Timur, Pasar Minggu",324.0,14.0,Sumiyanah,7.8843743E7,Baik,B
2.0103118E7,SDN Cilandak Timur 05 Pg.,"Jl. Jeruk Purut., Cilandak Timur, Pasar Minggu",191.0,10.0,"Drs. Ramli, M.Pd",7.8842262E7,Baik,B
2.0103132E7,SDN Cilandak Timur 07 Pg.,"Jl. Jeruk Purut, Cilandak Timur, Pasar Minggu",185.0,10.0,"Masduki, S.Pd",7811630.0,Banjir,A
2.0103131E7,SDN Cilandak Timur 08 Pg.,"Jl. Jeruk Purut, Cilandak Timur, Pasar Minggu",234.0,8.0,"H. Mat Zein, M.Pd",021-78838809,Baik,B
2.0104396E7,SDN Cilangkap 01 Pg.,"Jl. Mabes ABRI, Cilangkap, Cipayung",1079.0,40.0,"SITI DHIRRIFNGAH, S.Pd, M.Si.",8448701.0,Baik,B
2.0104394E7,SDN Cilangkap 03 Pg.,"Jl. Mabes TNI , SEPAKAT 1, Cilangkap, Cipayung",490.0,18.0,"Endah Susilowati, S.Pd.MM",8441816.0,Baik,B
2.0104393E7,SDN Cilangkap 04 Pg.,"Jl. Raya Munjul, Cilangkap, Cipayung",430.0,16.0,"WIDIYONO, S.Pd. (Plt)",8457813.0,Baik,A
2.0104391E7,SDN Cililitan 01 Pg.,"Jl. Kumbang No. 57, Cililitan, Kramat Jati",363.0,14.0,"Elly Susiana, S.Pd, MM",8004605.0,Baik,A
2.010439E7,SDN Cililitan 02 Pg.,"Jl. Raya Condet Gg. Anggrek, Cililitan, Kramat Jati",269.0,11.0,"NGADIYEM, S.Pd",8001983.0,Baik,A
2.0104389E7,SDN Cililitan 03 Pg.,"Jl. Ciliwung Rt. 08/ 016, Cililitan, Kramat Jati",325.0,12.0,Dra. Djumiati,8015250.0,Banjir,B
2.0104388E7,SDN Cililitan 04 Pg.,"Jl. Gg. Anggrek, Cililitan, Kramat Jati",314.0,14.0,"PUSDI, S.Pd",8015379.0,Baik,A
2.0104844E7,SDN Cilincing 01 Pg.,"Jl. Bhakti IX No.63, Cilincing, Cilincing",332.0,13.0,"FLORA NURMAWAN BETTY,M.MPd",4.4837121E7,Baik,A
2.0104845E7,SDN Cilincing 02 Pg.,"Jl. Bhakti VI, Cilincing, Cilincing",310.0,15.0,ALFIATIN,4.4837114E7,Padat/Kumuh,A
2.0101026E7,SDN Cilincing 03 Pg.,"Jl. Sungai Landak no.36, Cilincing, Cilincing",260.0,12.0,"Asma Maemunah, M.Pd",4.4836916E7,Baik,B
2.0101027E7,SDN Cilincing 04 Pt.,"Jl. Sungai Landak No. 36, Cilincing, Cilincing",258.0,10.0,"Mimin Aminah, S.Pd, M.Si",4.4836915E7,Baik,B
2.0101028E7,SDN Cilincing 05 Pg.,"Jl. Baru Gg II No.2A, Cilincing, Cilincing",362.0,12.0,"Esti Wahyuni,S.Pd, SD",4.4833163E7,Banjir,B
2.0101013E7,SDN Cilincing 06 Pg.,"Jl. Sungai Landak No. 37, Cilincing, Cilincing",270.0,28.0,"Hj.AGUSTINA,M.Pd",4.4836928E7,Baik,A
2.0104846E7,SDN Cilincing 07 Pg.,"Jl. Bulak Cabe, Cilincing, Cilincing",535.0,15.0,Rusnadi,,Baik,A
2.0104847E7,SDN Cilincing 08 Pg.,"Jl. Pedongkelan Rt. 001/ 06, Cilincing, Cilincing",320.0,12.0,"SAHRI, S.Pd",4.4835293E7,Padat/Kumuh,A
2.010101E7,SDN Cilincing 09 Pg.,"Jl. Bhakti VIII No. 12, Cilincing, Cilincing",290.0,19.0,"JUHAEDIN, S.Pd.SD",44835367/44834475,Banjir,A
2.0100994E7,SDN Cilincing 11 Pt.,"Jl. Baru Gg. II, Cilincing, Cilincing",374.0,13.0,"MIMIN AMINAH, S.Pd., M.Si.",4.4836934E7,Baik,B
2.0104368E7,SDN Cipayung 01 Pg.,"Jl. Komp. Perwira TNI AD, Cipayung, Cipayung",298.0,12.0,"PINONDANG PANJAITAN, S.Pd",8450136.0,Baik,A
2.0104367E7,SDN Cipayung 02 Pg.,"Jl. Komp. Perwira TNI AD, Cipayung, Cipayung",255.0,11.0,"SITI KHOTIJAH, S.Pd.MM",8.4596675E7,Baik,A
2.0104347E7,SDN Cipayung 03 Pg.,"Jl. Pelatnas PBSI, Cipayung, Cipayung",523.0,23.0,"ISMIATUN, M.Pd",8.4596618E7,Baik,A
2.0104346E7,SDN Cipayung 04 Pg.,"Jl. SMAN 64, Cipayung, Cipayung",540.0,25.0,GIRAMA LUMBAN GAOL,8451813.0,Baik,A
2.0104344E7,SDN Cipayung 05 Pg.,"Jl. Bambu Petung, Cipayung, Cipayung",302.0,11.0,ENTIN ROSITA,8451730.0,Baik,A
2.0104343E7,SDN Cipayung 06 Pt.,"Jl. Komp. Perwira TNI AD, Cipayung, Cipayung",309.0,11.0,"Hj. Sri Sumarlinah, S.Pd",2.184594105E9,Baik,B
2.0104342E7,SDN Cipayung 07 Pt.,"Jl. Bambu Petung, Cipayung, Cipayung",300.0,12.0,EKO SUSILOWATI.S.Pd,021-8451730,Baik,A
2.0104341E7,SDN Cipayung 08 Pt.,"Jl. Komp. Perwira TNI AD, Cipayung, Cipayung",275.0,12.0,"SARJI YEMI,S.Pd",2.184300278E9,Baik,A
2.0105846E7,SDN Cipedak 01 Pg.,"Jl. R.M.Moh. Khahfi I, Cipedak, Jagakarsa",581.0,23.0,"H.SUHERMAN,S.Pd",7862918.0,Baik,A
2.0105847E7,SDN Cipedak 02 Pt.,"Jl. R.M.Moh. Khahfi I, Cipedak, Jagakarsa",534.0,19.0,"H.RUHAEDIN, S.Pd",2.17862921E8,Baik,B
2.0105848E7,SDN Cipedak 03 Pg.,"JL. TIMBUL, Cipedak, Jagakarsa",409.0,16.0,"HJ. ANI MULYANI, S.Pd",7872835.0,Baik,A
2.0103129E7,SDN Cipedak 04 Pg.,"Jl. Timbul, Cipedak, Jagakarsa",484.0,17.0,"SURANTA, M.M.Pd",7863411.0,Baik,A
2.0105849E7,SDN Cipedak 05 Pg.,"Jl.RM.Kahfi I Cipedak Gg.Swadaya, Cipedak, Jagakarsa",333.0,20.0,"Hj.ENUNG NURAENI,S.Ag",7862919.0,Baik,A
2.010585E7,SDN Cipedak 06 Pg.,"Jl. Swadaya Rt. 001/ 02, Cipedak, Jagakarsa",495.0,20.0,"Sri Sedyowati, S.Pd",021-78884367,Baik,A
2.0105851E7,SDN Cipete Selatan 01 Pg.,"Jl. Asem II, Cipete Selatan, Cilandak",287.0,10.0,"ENY ZUHRO, M.Pd",7664332.0,Baik,A
2.0105852E7,SDN Cipete Selatan 02 Pt.,"Jl. Asem II, Cipete Selatan, Cilandak",105.0,7.0,,7.5907636E7,Baik,B
2.0105853E7,SDN Cipete Selatan 03 Pg.,"Jl. Anggur II Komplek BRI, Cipete Selatan, Cilandak",225.0,10.0,"SUYOSO, S.Pd",7.5816858E7,Baik,A
2.0105854E7,SDN Cipete Selatan 04 Pg.,"Jl. Anggur II Komplek BRI, Cipete Selatan, Cilandak",237.0,12.0,BORIYEM,7697679.0,Padat/Kumuh,B
2.0105855E7,SDN Cipete Selatan 05 Pg.,"Jl. Mawar, Cipete Selatan, Cilandak",353.0,11.0,"PAMILHAM, M.Pd",7.5816931E7,Baik,A
2.0105857E7,SDN Cipete Selatan 08 Pt.,"Jl. Anggur II Komplek BRI, Cipete Selatan, Cilandak",149.0,8.0,"JOHANES TUGAS, S.PD",7692114.0,Padat/Kumuh,A
2.0103126E7,SDN Cipete Utara 01 Pg.,"Jl. RS. Fatmawati, Cipete Utara, Kebayoran Baru",216.0,11.0,"Suwaji, S.Pd, MM",7233507.0,Baik,B
2.0105859E7,SDN Cipete Utara 03 Pg.,"Jl. RS Fatmawati, Cipete Utara, Kebayoran Baru",243.0,11.0,"SARTINI, S.Pd",021-7236340,Baik,A
2.010586E7,SDN Cipete Utara 05 Pg.,"Jl. K. H. Naim III, Cipete Utara, Kebayoran Baru",145.0,7.0,"Hajar, S.Pd",7.2788501E7,Padat/Kumuh,A
2.0105861E7,SDN Cipete Utara 07 Pg.,"Jl. KH. Naim III, Cipete Utara, Kebayoran Baru",23.0,9.0,"Hj. DEDES KOMANDINI IRIANTI, M",7229902.0,Baik,A
